transaction_id,transactionTimestamp,transactionDate,type,category,amount,description,payment_mode
TXN009754,2025-04-09T02:07:12,2025-04-09,DEBIT,Entertainment,1782,Entertainment transaction,Cash
TXN012929,2025-04-09T02:21:31,2025-04-09,DEBIT,Entertainment,227,Entertainment transaction,NetBanking
TXN011666,2025-04-09T04:28:58,2025-04-09,DEBIT,Rent,9579,Rent transaction,Cash
TXN003808,2025-04-09T04:56:37,2025-04-09,DEBIT,Entertainment,1301,Entertainment transaction,NetBanking
TXN007161,2025-04-09T07:30:18,2025-04-09,DEBIT,Bills,830,Bills transaction,Card
TXN014861,2025-04-09T09:18:31,2025-04-09,DEBIT,Rent,11074,Rent transaction,NetBanking
TXN001088,2025-04-09T10:03:46,2025-04-09,DEBIT,Travel,2716,Travel transaction,NetBanking
TXN001578,2025-04-09T10:18:42,2025-04-09,CREDIT,Income,6011,Income transaction,NetBanking
TXN016268,2025-04-09T10:29:15,2025-04-09,DEBIT,Education,3878,Education transaction,NetBanking
TXN013247,2025-04-09T11:14:52,2025-04-09,CREDIT,Transfer,15387,Transfer transaction,UPI
TXN006269,2025-04-09T11:51:51,2025-04-09,DEBIT,Rent,10052,Rent transaction,Card
TXN013323,2025-04-09T12:14:12,2025-04-09,DEBIT,Education,5234,Education transaction,Cash
TXN004637,2025-04-09T12:15:25,2025-04-09,CREDIT,Transfer,8522,Transfer transaction,Cash
TXN006179,2025-04-09T14:06:54,2025-04-09,DEBIT,Bills,2255,Bills transaction,UPI
TXN000986,2025-04-09T14:55:59,2025-04-09,CREDIT,Transfer,16088,Transfer transaction,NetBanking
TXN017175,2025-04-09T16:59:07,2025-04-09,DEBIT,Transfer,3952,Transfer transaction,Card
TXN006614,2025-04-09T17:35:04,2025-04-09,DEBIT,Entertainment,1059,Entertainment transaction,UPI
TXN001300,2025-04-09T17:59:29,2025-04-09,CREDIT,Transfer,14759,Transfer transaction,UPI
TXN000213,2025-04-09T18:24:23,2025-04-09,DEBIT,Transfer,5331,Transfer transaction,NetBanking
TXN016232,2025-04-09T19:28:43,2025-04-09,DEBIT,Travel,1575,Travel transaction,NetBanking
TXN004178,2025-04-09T20:43:25,2025-04-09,DEBIT,Health,597,Health transaction,NetBanking
TXN019151,2025-04-09T21:06:12,2025-04-09,CREDIT,Salary,48675,Salary transaction,NetBanking
TXN009988,2025-04-09T21:29:36,2025-04-09,CREDIT,Salary,47704,Salary transaction,Card
TXN000791,2025-04-09T21:43:08,2025-04-09,CREDIT,Transfer,11728,Transfer transaction,UPI
TXN001854,2025-04-09T23:06:00,2025-04-09,CREDIT,Transfer,4777,Transfer transaction,Card
TXN004463,2025-04-10T01:55:30,2025-04-10,DEBIT,Rent,10708,Rent transaction,NetBanking
TXN005491,2025-04-10T03:42:09,2025-04-10,DEBIT,Health,3597,Health transaction,Cash
TXN004598,2025-04-10T04:35:17,2025-04-10,DEBIT,Bills,527,Bills transaction,Card
TXN019163,2025-04-10T05:13:11,2025-04-10,CREDIT,Income,13692,Income transaction,Cash
TXN007341,2025-04-10T05:29:37,2025-04-10,DEBIT,Entertainment,269,Entertainment transaction,Cash
TXN007554,2025-04-10T05:54:37,2025-04-10,DEBIT,Transfer,1939,Transfer transaction,UPI
TXN003611,2025-04-10T05:56:10,2025-04-10,DEBIT,Food,96,Food transaction,Cash
TXN007896,2025-04-10T06:21:15,2025-04-10,DEBIT,Health,1946,Health transaction,Cash
TXN009018,2025-04-10T06:30:02,2025-04-10,DEBIT,Rent,13583,Rent transaction,UPI
TXN017046,2025-04-10T09:49:19,2025-04-10,DEBIT,Entertainment,1512,Entertainment transaction,NetBanking
TXN000043,2025-04-10T10:23:08,2025-04-10,DEBIT,Health,1386,Health transaction,NetBanking
TXN009320,2025-04-10T10:44:02,2025-04-10,DEBIT,Health,3504,Health transaction,Cash
TXN012463,2025-04-10T10:49:43,2025-04-10,CREDIT,Salary,56007,Salary transaction,NetBanking
TXN012979,2025-04-10T10:56:24,2025-04-10,DEBIT,Rent,11180,Rent transaction,Card
TXN000101,2025-04-10T11:54:00,2025-04-10,CREDIT,Income,4467,Income transaction,Card
TXN002654,2025-04-10T13:49:47,2025-04-10,CREDIT,Transfer,3580,Transfer transaction,Card
TXN006003,2025-04-10T14:47:26,2025-04-10,DEBIT,Transfer,5212,Transfer transaction,NetBanking
TXN013467,2025-04-10T14:59:54,2025-04-10,DEBIT,Health,3246,Health transaction,Card
TXN019178,2025-04-10T17:40:15,2025-04-10,CREDIT,Salary,46485,Salary transaction,Card
TXN000500,2025-04-10T17:46:08,2025-04-10,DEBIT,Bills,1711,Bills transaction,Card
TXN007249,2025-04-10T18:06:00,2025-04-10,DEBIT,Food,95,Food transaction,UPI
TXN011232,2025-04-10T18:21:43,2025-04-10,DEBIT,Rent,14322,Rent transaction,Cash
TXN001782,2025-04-10T20:10:34,2025-04-10,CREDIT,Income,12139,Income transaction,Card
TXN017773,2025-04-10T22:01:11,2025-04-10,DEBIT,Shopping,3680,Shopping transaction,NetBanking
TXN000378,2025-04-10T22:03:15,2025-04-10,DEBIT,Education,1754,Education transaction,Card
TXN011711,2025-04-10T22:35:03,2025-04-10,DEBIT,Bills,366,Bills transaction,UPI
TXN015243,2025-04-10T22:46:47,2025-04-10,DEBIT,Transfer,5801,Transfer transaction,Card
TXN017971,2025-04-11T03:28:40,2025-04-11,DEBIT,Shopping,2271,Shopping transaction,Card
TXN013359,2025-04-11T04:02:06,2025-04-11,DEBIT,Food,332,Food transaction,NetBanking
TXN004709,2025-04-11T04:13:18,2025-04-11,DEBIT,Education,4343,Education transaction,UPI
TXN015873,2025-04-11T08:17:49,2025-04-11,DEBIT,Rent,10987,Rent transaction,NetBanking
TXN010167,2025-04-11T10:47:35,2025-04-11,DEBIT,Health,1754,Health transaction,NetBanking
TXN000163,2025-04-11T11:42:56,2025-04-11,DEBIT,Transfer,6680,Transfer transaction,Cash
TXN007133,2025-04-11T11:58:48,2025-04-11,DEBIT,Education,2995,Education transaction,Card
TXN014788,2025-04-11T12:24:46,2025-04-11,DEBIT,Bills,2628,Bills transaction,UPI
TXN015390,2025-04-11T13:54:50,2025-04-11,DEBIT,Shopping,3867,Shopping transaction,NetBanking
TXN011491,2025-04-11T14:16:33,2025-04-11,DEBIT,Bills,2279,Bills transaction,Card
TXN004718,2025-04-11T14:48:29,2025-04-11,DEBIT,Health,3452,Health transaction,Card
TXN007153,2025-04-11T15:09:28,2025-04-11,DEBIT,Bills,1078,Bills transaction,Cash
TXN009668,2025-04-11T15:23:09,2025-04-11,DEBIT,Food,120,Food transaction,Card
TXN006469,2025-04-11T17:02:19,2025-04-11,DEBIT,Transfer,7269,Transfer transaction,Cash
TXN012582,2025-04-11T18:01:23,2025-04-11,DEBIT,Transfer,701,Transfer transaction,Cash
TXN010664,2025-04-11T19:56:15,2025-04-11,DEBIT,Entertainment,219,Entertainment transaction,Cash
TXN012847,2025-04-11T19:58:13,2025-04-11,DEBIT,Travel,349,Travel transaction,UPI
TXN006447,2025-04-11T20:47:51,2025-04-11,CREDIT,Income,6471,Income transaction,Card
TXN016089,2025-04-11T20:55:52,2025-04-11,DEBIT,Health,2429,Health transaction,Cash
TXN017888,2025-04-11T21:39:29,2025-04-11,DEBIT,Health,1033,Health transaction,Card
TXN016772,2025-04-11T22:29:01,2025-04-11,DEBIT,Health,1084,Health transaction,NetBanking
TXN015216,2025-04-11T22:31:13,2025-04-11,DEBIT,Bills,2847,Bills transaction,NetBanking
TXN013612,2025-04-11T23:09:37,2025-04-11,DEBIT,Rent,13123,Rent transaction,Card
TXN013456,2025-04-11T23:13:04,2025-04-11,CREDIT,Transfer,17121,Transfer transaction,UPI
TXN006964,2025-04-12T02:26:29,2025-04-12,DEBIT,Transfer,1509,Transfer transaction,Cash
TXN013165,2025-04-12T02:45:31,2025-04-12,CREDIT,Salary,50070,Salary transaction,Cash
TXN007294,2025-04-12T04:31:31,2025-04-12,DEBIT,Entertainment,435,Entertainment transaction,NetBanking
TXN012748,2025-04-12T05:08:33,2025-04-12,DEBIT,Transfer,3390,Transfer transaction,Card
TXN014004,2025-04-12T05:40:09,2025-04-12,CREDIT,Transfer,13576,Transfer transaction,UPI
TXN011083,2025-04-12T06:54:48,2025-04-12,CREDIT,Income,2146,Income transaction,UPI
TXN006457,2025-04-12T08:07:54,2025-04-12,DEBIT,Travel,2742,Travel transaction,Card
TXN004708,2025-04-12T08:08:48,2025-04-12,DEBIT,Food,377,Food transaction,Cash
TXN008534,2025-04-12T09:04:22,2025-04-12,DEBIT,Education,3320,Education transaction,Cash
TXN017499,2025-04-12T09:09:37,2025-04-12,CREDIT,Transfer,18535,Transfer transaction,Card
TXN008889,2025-04-12T09:10:31,2025-04-12,DEBIT,Shopping,804,Shopping transaction,NetBanking
TXN005998,2025-04-12T09:32:57,2025-04-12,DEBIT,Rent,13671,Rent transaction,Card
TXN010460,2025-04-12T10:07:39,2025-04-12,CREDIT,Income,9033,Income transaction,UPI
TXN016198,2025-04-12T10:25:32,2025-04-12,DEBIT,Bills,1621,Bills transaction,NetBanking
TXN008314,2025-04-12T11:33:49,2025-04-12,DEBIT,Bills,424,Bills transaction,UPI
TXN001530,2025-04-12T12:37:33,2025-04-12,DEBIT,Bills,2847,Bills transaction,Card
TXN015185,2025-04-12T12:40:47,2025-04-12,DEBIT,Rent,12139,Rent transaction,UPI
TXN006887,2025-04-12T13:44:36,2025-04-12,CREDIT,Income,6604,Income transaction,Card
TXN011557,2025-04-12T14:27:45,2025-04-12,CREDIT,Income,1864,Income transaction,Cash
TXN005057,2025-04-12T14:48:37,2025-04-12,DEBIT,Entertainment,854,Entertainment transaction,NetBanking
TXN019162,2025-04-12T15:51:25,2025-04-12,DEBIT,Rent,12015,Rent transaction,UPI
TXN007791,2025-04-12T15:54:12,2025-04-12,DEBIT,Entertainment,942,Entertainment transaction,UPI
TXN006057,2025-04-12T15:54:52,2025-04-12,DEBIT,Bills,1090,Bills transaction,Cash
TXN007142,2025-04-12T16:31:36,2025-04-12,DEBIT,Transfer,8794,Transfer transaction,UPI
TXN010716,2025-04-12T18:09:30,2025-04-12,DEBIT,Shopping,2906,Shopping transaction,NetBanking
TXN006531,2025-04-12T18:27:43,2025-04-12,DEBIT,Entertainment,1925,Entertainment transaction,UPI
TXN013642,2025-04-12T19:13:14,2025-04-12,DEBIT,Entertainment,827,Entertainment transaction,UPI
TXN016199,2025-04-12T19:15:23,2025-04-12,CREDIT,Income,10185,Income transaction,Card
TXN003071,2025-04-12T20:43:25,2025-04-12,DEBIT,Entertainment,1604,Entertainment transaction,UPI
TXN009699,2025-04-12T21:01:52,2025-04-12,DEBIT,Bills,1456,Bills transaction,Cash
TXN017943,2025-04-12T23:51:11,2025-04-12,DEBIT,Travel,577,Travel transaction,UPI
TXN001160,2025-04-13T03:10:43,2025-04-13,DEBIT,Travel,871,Travel transaction,UPI
TXN016777,2025-04-13T04:43:21,2025-04-13,DEBIT,Food,482,Food transaction,UPI
TXN018604,2025-04-13T05:52:40,2025-04-13,DEBIT,Health,3612,Health transaction,NetBanking
TXN008976,2025-04-13T05:53:44,2025-04-13,DEBIT,Health,471,Health transaction,NetBanking
TXN013329,2025-04-13T05:54:12,2025-04-13,DEBIT,Health,1790,Health transaction,NetBanking
TXN011096,2025-04-13T06:50:06,2025-04-13,CREDIT,Salary,58020,Salary transaction,Card
TXN013107,2025-04-13T06:56:25,2025-04-13,CREDIT,Income,8267,Income transaction,Card
TXN006647,2025-04-13T06:57:46,2025-04-13,DEBIT,Education,5332,Education transaction,NetBanking
TXN008000,2025-04-13T07:00:41,2025-04-13,DEBIT,Health,1785,Health transaction,Cash
TXN004804,2025-04-13T07:10:30,2025-04-13,DEBIT,Food,76,Food transaction,Card
TXN009207,2025-04-13T09:04:53,2025-04-13,DEBIT,Bills,2555,Bills transaction,UPI
TXN015515,2025-04-13T09:16:14,2025-04-13,CREDIT,Salary,58929,Salary transaction,NetBanking
TXN007226,2025-04-13T09:44:18,2025-04-13,DEBIT,Rent,8422,Rent transaction,Card
TXN019690,2025-04-13T10:18:04,2025-04-13,DEBIT,Entertainment,697,Entertainment transaction,Card
TXN008778,2025-04-13T11:13:57,2025-04-13,CREDIT,Income,1387,Income transaction,Cash
TXN000051,2025-04-13T11:30:41,2025-04-13,CREDIT,Transfer,10330,Transfer transaction,UPI
TXN015309,2025-04-13T12:02:20,2025-04-13,CREDIT,Transfer,3820,Transfer transaction,UPI
TXN011417,2025-04-13T13:11:40,2025-04-13,CREDIT,Salary,36944,Salary transaction,Card
TXN002253,2025-04-13T13:26:13,2025-04-13,DEBIT,Shopping,1622,Shopping transaction,Cash
TXN002836,2025-04-13T14:06:00,2025-04-13,DEBIT,Education,5066,Education transaction,Card
TXN010335,2025-04-13T14:41:53,2025-04-13,DEBIT,Shopping,694,Shopping transaction,NetBanking
TXN003330,2025-04-13T14:43:09,2025-04-13,CREDIT,Transfer,1053,Transfer transaction,Cash
TXN004886,2025-04-13T15:08:58,2025-04-13,DEBIT,Travel,393,Travel transaction,UPI
TXN006886,2025-04-13T16:53:08,2025-04-13,DEBIT,Health,2342,Health transaction,NetBanking
TXN005231,2025-04-13T16:55:20,2025-04-13,DEBIT,Education,3807,Education transaction,NetBanking
TXN013815,2025-04-13T18:38:31,2025-04-13,DEBIT,Bills,610,Bills transaction,NetBanking
TXN013494,2025-04-13T21:22:50,2025-04-13,DEBIT,Education,5858,Education transaction,Cash
TXN018387,2025-04-13T21:50:04,2025-04-13,DEBIT,Shopping,1896,Shopping transaction,UPI
TXN012604,2025-04-13T23:25:56,2025-04-13,DEBIT,Shopping,2745,Shopping transaction,NetBanking
TXN002333,2025-04-13T23:47:50,2025-04-13,DEBIT,Entertainment,1290,Entertainment transaction,Cash
TXN000707,2025-04-13T23:58:25,2025-04-13,DEBIT,Travel,1945,Travel transaction,Cash
TXN015465,2025-04-14T00:11:59,2025-04-14,DEBIT,Transfer,3470,Transfer transaction,UPI
TXN000619,2025-04-14T00:27:00,2025-04-14,DEBIT,Bills,2328,Bills transaction,NetBanking
TXN002221,2025-04-14T01:28:46,2025-04-14,DEBIT,Transfer,9823,Transfer transaction,UPI
TXN017445,2025-04-14T02:45:11,2025-04-14,CREDIT,Transfer,18950,Transfer transaction,Cash
TXN002531,2025-04-14T02:55:17,2025-04-14,DEBIT,Bills,2889,Bills transaction,Card
TXN015588,2025-04-14T03:23:02,2025-04-14,DEBIT,Health,3324,Health transaction,NetBanking
TXN006098,2025-04-14T06:35:50,2025-04-14,CREDIT,Salary,37692,Salary transaction,NetBanking
TXN003908,2025-04-14T06:40:21,2025-04-14,DEBIT,Rent,14767,Rent transaction,NetBanking
TXN004012,2025-04-14T06:40:56,2025-04-14,CREDIT,Income,14682,Income transaction,Card
TXN004600,2025-04-14T10:15:34,2025-04-14,DEBIT,Entertainment,845,Entertainment transaction,UPI
TXN013537,2025-04-14T11:32:05,2025-04-14,CREDIT,Income,4471,Income transaction,Card
TXN011634,2025-04-14T12:09:41,2025-04-14,CREDIT,Transfer,19418,Transfer transaction,Card
TXN004163,2025-04-14T13:15:40,2025-04-14,DEBIT,Rent,9825,Rent transaction,Cash
TXN018576,2025-04-14T13:24:14,2025-04-14,DEBIT,Transfer,6251,Transfer transaction,UPI
TXN019331,2025-04-14T13:34:12,2025-04-14,CREDIT,Income,11529,Income transaction,NetBanking
TXN003414,2025-04-14T13:43:31,2025-04-14,CREDIT,Income,9040,Income transaction,Cash
TXN010521,2025-04-14T13:49:43,2025-04-14,DEBIT,Bills,2981,Bills transaction,UPI
TXN007672,2025-04-14T14:38:11,2025-04-14,DEBIT,Travel,2491,Travel transaction,NetBanking
TXN001138,2025-04-14T15:13:37,2025-04-14,DEBIT,Travel,2006,Travel transaction,Cash
TXN000911,2025-04-14T15:32:57,2025-04-14,DEBIT,Entertainment,1581,Entertainment transaction,UPI
TXN001379,2025-04-14T18:47:33,2025-04-14,DEBIT,Health,3978,Health transaction,Card
TXN012542,2025-04-14T19:00:00,2025-04-14,DEBIT,Shopping,4688,Shopping transaction,Card
TXN008616,2025-04-14T21:07:04,2025-04-14,DEBIT,Transfer,7943,Transfer transaction,Card
TXN009363,2025-04-14T21:31:11,2025-04-14,DEBIT,Health,3714,Health transaction,UPI
TXN002220,2025-04-14T22:28:23,2025-04-14,DEBIT,Bills,1614,Bills transaction,Cash
TXN011515,2025-04-14T23:59:17,2025-04-14,DEBIT,Education,3567,Education transaction,UPI
TXN001240,2025-04-15T01:18:36,2025-04-15,DEBIT,Health,2112,Health transaction,UPI
TXN003518,2025-04-15T01:39:31,2025-04-15,DEBIT,Food,332,Food transaction,Cash
TXN018499,2025-04-15T05:18:04,2025-04-15,DEBIT,Food,378,Food transaction,NetBanking
TXN000113,2025-04-15T05:34:12,2025-04-15,CREDIT,Income,11413,Income transaction,NetBanking
TXN012611,2025-04-15T07:01:22,2025-04-15,CREDIT,Income,9403,Income transaction,UPI
TXN009297,2025-04-15T08:11:27,2025-04-15,DEBIT,Travel,2888,Travel transaction,UPI
TXN012790,2025-04-15T09:10:36,2025-04-15,CREDIT,Income,8728,Income transaction,Card
TXN001101,2025-04-15T10:33:25,2025-04-15,DEBIT,Entertainment,364,Entertainment transaction,Cash
TXN005301,2025-04-15T11:01:16,2025-04-15,DEBIT,Education,3238,Education transaction,UPI
TXN016806,2025-04-15T11:13:00,2025-04-15,DEBIT,Travel,419,Travel transaction,Card
TXN013962,2025-04-15T13:10:19,2025-04-15,DEBIT,Shopping,4132,Shopping transaction,Cash
TXN007996,2025-04-15T13:42:20,2025-04-15,DEBIT,Health,3282,Health transaction,UPI
TXN008558,2025-04-15T13:56:53,2025-04-15,DEBIT,Transfer,8372,Transfer transaction,Card
TXN004367,2025-04-15T15:17:28,2025-04-15,DEBIT,Bills,878,Bills transaction,NetBanking
TXN016650,2025-04-15T17:25:50,2025-04-15,DEBIT,Rent,8449,Rent transaction,UPI
TXN013209,2025-04-15T19:12:42,2025-04-15,CREDIT,Salary,32937,Salary transaction,UPI
TXN000352,2025-04-15T19:24:38,2025-04-15,DEBIT,Entertainment,554,Entertainment transaction,Card
TXN002699,2025-04-15T19:33:59,2025-04-15,DEBIT,Bills,2527,Bills transaction,Card
TXN006408,2025-04-15T19:59:55,2025-04-15,DEBIT,Rent,14365,Rent transaction,NetBanking
TXN016201,2025-04-15T20:29:35,2025-04-15,DEBIT,Bills,2246,Bills transaction,NetBanking
TXN002279,2025-04-15T20:43:53,2025-04-15,DEBIT,Entertainment,1221,Entertainment transaction,UPI
TXN015945,2025-04-15T21:23:30,2025-04-15,DEBIT,Rent,9210,Rent transaction,Cash
TXN004538,2025-04-15T23:00:37,2025-04-15,CREDIT,Salary,59971,Salary transaction,Card
TXN003148,2025-04-16T02:25:04,2025-04-16,DEBIT,Entertainment,424,Entertainment transaction,Card
TXN011178,2025-04-16T02:42:09,2025-04-16,CREDIT,Salary,43081,Salary transaction,NetBanking
TXN015084,2025-04-16T03:17:22,2025-04-16,DEBIT,Rent,8820,Rent transaction,UPI
TXN005719,2025-04-16T03:19:09,2025-04-16,DEBIT,Transfer,9601,Transfer transaction,Cash
TXN000882,2025-04-16T03:25:15,2025-04-16,DEBIT,Food,151,Food transaction,Cash
TXN008097,2025-04-16T03:37:16,2025-04-16,DEBIT,Travel,114,Travel transaction,Card
TXN007746,2025-04-16T03:43:26,2025-04-16,CREDIT,Salary,25521,Salary transaction,UPI
TXN011879,2025-04-16T04:02:34,2025-04-16,DEBIT,Bills,1563,Bills transaction,Card
TXN009081,2025-04-16T04:18:51,2025-04-16,DEBIT,Bills,1619,Bills transaction,NetBanking
TXN001773,2025-04-16T05:14:52,2025-04-16,DEBIT,Rent,10414,Rent transaction,NetBanking
TXN017400,2025-04-16T06:23:42,2025-04-16,DEBIT,Transfer,2491,Transfer transaction,NetBanking
TXN019439,2025-04-16T08:45:45,2025-04-16,DEBIT,Transfer,4879,Transfer transaction,UPI
TXN019673,2025-04-16T08:58:47,2025-04-16,DEBIT,Bills,1504,Bills transaction,NetBanking
TXN002320,2025-04-16T13:11:14,2025-04-16,CREDIT,Income,4730,Income transaction,Card
TXN002214,2025-04-16T13:21:57,2025-04-16,DEBIT,Travel,2105,Travel transaction,UPI
TXN011010,2025-04-16T14:31:09,2025-04-16,DEBIT,Health,863,Health transaction,Cash
TXN018869,2025-04-16T15:53:15,2025-04-16,CREDIT,Transfer,9632,Transfer transaction,UPI
TXN013398,2025-04-16T18:39:13,2025-04-16,DEBIT,Entertainment,1588,Entertainment transaction,Card
TXN003214,2025-04-16T19:40:51,2025-04-16,CREDIT,Salary,58788,Salary transaction,Cash
TXN018761,2025-04-16T19:49:32,2025-04-16,DEBIT,Rent,9092,Rent transaction,NetBanking
TXN003074,2025-04-16T21:36:43,2025-04-16,CREDIT,Transfer,13383,Transfer transaction,NetBanking
TXN018260,2025-04-17T00:55:51,2025-04-17,DEBIT,Shopping,3141,Shopping transaction,UPI
TXN018747,2025-04-17T01:56:42,2025-04-17,CREDIT,Salary,26598,Salary transaction,NetBanking
TXN012255,2025-04-17T02:35:47,2025-04-17,DEBIT,Health,839,Health transaction,UPI
TXN017005,2025-04-17T02:52:53,2025-04-17,DEBIT,Shopping,4287,Shopping transaction,Card
TXN011552,2025-04-17T03:24:27,2025-04-17,CREDIT,Income,5565,Income transaction,NetBanking
TXN018215,2025-04-17T04:18:58,2025-04-17,CREDIT,Salary,58920,Salary transaction,Cash
TXN003742,2025-04-17T04:20:08,2025-04-17,DEBIT,Bills,659,Bills transaction,Card
TXN003819,2025-04-17T04:52:37,2025-04-17,DEBIT,Entertainment,1122,Entertainment transaction,UPI
TXN009930,2025-04-17T06:13:50,2025-04-17,CREDIT,Income,9166,Income transaction,UPI
TXN014051,2025-04-17T06:24:29,2025-04-17,DEBIT,Travel,2283,Travel transaction,NetBanking
TXN000100,2025-04-17T06:36:59,2025-04-17,CREDIT,Income,3223,Income transaction,UPI
TXN005930,2025-04-17T07:27:35,2025-04-17,DEBIT,Health,2990,Health transaction,Cash
TXN017255,2025-04-17T09:28:33,2025-04-17,DEBIT,Bills,1111,Bills transaction,Cash
TXN017390,2025-04-17T10:00:21,2025-04-17,DEBIT,Travel,1597,Travel transaction,NetBanking
TXN002557,2025-04-17T11:48:35,2025-04-17,DEBIT,Health,2204,Health transaction,NetBanking
TXN012141,2025-04-17T15:06:14,2025-04-17,CREDIT,Income,4586,Income transaction,Cash
TXN014962,2025-04-17T16:43:02,2025-04-17,CREDIT,Salary,26288,Salary transaction,Cash
TXN005692,2025-04-17T17:08:07,2025-04-17,DEBIT,Transfer,9097,Transfer transaction,Card
TXN012268,2025-04-17T17:08:53,2025-04-17,DEBIT,Rent,11785,Rent transaction,NetBanking
TXN019153,2025-04-17T17:16:08,2025-04-17,DEBIT,Education,939,Education transaction,Card
TXN012205,2025-04-17T17:34:58,2025-04-17,DEBIT,Transfer,2074,Transfer transaction,Card
TXN002125,2025-04-17T17:35:07,2025-04-17,DEBIT,Shopping,2936,Shopping transaction,UPI
TXN013267,2025-04-17T17:40:14,2025-04-17,DEBIT,Travel,652,Travel transaction,Cash
TXN007165,2025-04-17T20:23:58,2025-04-17,DEBIT,Entertainment,1241,Entertainment transaction,Cash
TXN008192,2025-04-17T22:45:11,2025-04-17,DEBIT,Entertainment,1427,Entertainment transaction,Cash
TXN019337,2025-04-18T00:59:03,2025-04-18,CREDIT,Transfer,7866,Transfer transaction,UPI
TXN002949,2025-04-18T01:29:04,2025-04-18,DEBIT,Bills,536,Bills transaction,NetBanking
TXN017578,2025-04-18T01:30:16,2025-04-18,DEBIT,Bills,1786,Bills transaction,Cash
TXN014753,2025-04-18T02:32:53,2025-04-18,DEBIT,Entertainment,1996,Entertainment transaction,UPI
TXN006677,2025-04-18T03:11:13,2025-04-18,DEBIT,Entertainment,845,Entertainment transaction,Card
TXN001812,2025-04-18T03:24:15,2025-04-18,DEBIT,Shopping,3480,Shopping transaction,Card
TXN011574,2025-04-18T04:10:11,2025-04-18,DEBIT,Bills,908,Bills transaction,Cash
TXN004018,2025-04-18T05:45:09,2025-04-18,DEBIT,Shopping,1342,Shopping transaction,NetBanking
TXN013062,2025-04-18T06:03:57,2025-04-18,DEBIT,Food,409,Food transaction,NetBanking
TXN015184,2025-04-18T06:14:08,2025-04-18,CREDIT,Salary,57425,Salary transaction,NetBanking
TXN017644,2025-04-18T06:48:21,2025-04-18,CREDIT,Income,12119,Income transaction,Cash
TXN019936,2025-04-18T07:34:21,2025-04-18,DEBIT,Transfer,8383,Transfer transaction,NetBanking
TXN008006,2025-04-18T08:00:00,2025-04-18,DEBIT,Entertainment,651,Entertainment transaction,UPI
TXN018224,2025-04-18T09:12:55,2025-04-18,DEBIT,Food,224,Food transaction,UPI
TXN011691,2025-04-18T09:55:37,2025-04-18,DEBIT,Education,1785,Education transaction,NetBanking
TXN001141,2025-04-18T10:09:51,2025-04-18,DEBIT,Shopping,4178,Shopping transaction,UPI
TXN008383,2025-04-18T10:28:07,2025-04-18,CREDIT,Transfer,2039,Transfer transaction,Cash
TXN008061,2025-04-18T11:38:12,2025-04-18,DEBIT,Shopping,1261,Shopping transaction,Cash
TXN007269,2025-04-18T12:03:34,2025-04-18,CREDIT,Salary,43701,Salary transaction,Cash
TXN010691,2025-04-18T13:15:55,2025-04-18,DEBIT,Entertainment,369,Entertainment transaction,Cash
TXN001443,2025-04-18T13:29:19,2025-04-18,DEBIT,Food,113,Food transaction,Cash
TXN019645,2025-04-18T14:59:37,2025-04-18,CREDIT,Income,8329,Income transaction,NetBanking
TXN008339,2025-04-18T15:24:23,2025-04-18,DEBIT,Bills,795,Bills transaction,NetBanking
TXN005488,2025-04-18T15:49:16,2025-04-18,DEBIT,Travel,1795,Travel transaction,Card
TXN013333,2025-04-18T17:37:03,2025-04-18,DEBIT,Transfer,7476,Transfer transaction,UPI
TXN002234,2025-04-18T18:10:01,2025-04-18,DEBIT,Education,1743,Education transaction,Cash
TXN001955,2025-04-18T18:51:36,2025-04-18,CREDIT,Transfer,695,Transfer transaction,NetBanking
TXN018033,2025-04-18T20:36:32,2025-04-18,CREDIT,Transfer,5926,Transfer transaction,Cash
TXN001529,2025-04-18T20:58:34,2025-04-18,DEBIT,Education,4269,Education transaction,UPI
TXN017481,2025-04-18T22:33:27,2025-04-18,CREDIT,Transfer,19509,Transfer transaction,UPI
TXN016993,2025-04-18T22:44:00,2025-04-18,DEBIT,Entertainment,1070,Entertainment transaction,NetBanking
TXN006691,2025-04-18T23:49:10,2025-04-18,CREDIT,Salary,45254,Salary transaction,UPI
TXN000878,2025-04-19T01:09:19,2025-04-19,DEBIT,Education,3542,Education transaction,Card
TXN007134,2025-04-19T01:20:41,2025-04-19,DEBIT,Shopping,3982,Shopping transaction,Card
TXN018511,2025-04-19T01:36:22,2025-04-19,DEBIT,Transfer,4379,Transfer transaction,Cash
TXN010096,2025-04-19T02:12:49,2025-04-19,CREDIT,Salary,33299,Salary transaction,Card
TXN009225,2025-04-19T02:14:32,2025-04-19,DEBIT,Rent,11968,Rent transaction,NetBanking
TXN002839,2025-04-19T03:06:10,2025-04-19,DEBIT,Food,211,Food transaction,Cash
TXN010029,2025-04-19T04:31:37,2025-04-19,CREDIT,Salary,35427,Salary transaction,UPI
TXN002752,2025-04-19T04:44:53,2025-04-19,DEBIT,Entertainment,619,Entertainment transaction,NetBanking
TXN001148,2025-04-19T05:02:49,2025-04-19,DEBIT,Food,282,Food transaction,NetBanking
TXN007813,2025-04-19T07:26:18,2025-04-19,CREDIT,Income,10161,Income transaction,NetBanking
TXN005049,2025-04-19T08:49:00,2025-04-19,DEBIT,Entertainment,1376,Entertainment transaction,UPI
